2019-08-07 10:10:29,193.40.238.205,UPDATE,538,539,|8=ck=2d*0+1,.,1,0
2019-08-07 10:10:34,213.35.184.210,UPDATE,539,538,|7=bi=z-1,,0,1
2019-08-07 10:10:35,213.35.184.210,UPDATE,538,535,|7=bi=w-3,,0,1
2019-08-07 10:10:35,213.35.184.210,UPDATE,535,534,|7=bi=v-1,,0,1
2019-08-07 10:10:36,213.35.184.210,UPDATE,534,533,|7=bi=u-1,,0,1
2019-08-07 10:10:37,213.35.184.210,UPDATE,533,532,|7=bi=t-1,,0,1
2019-08-07 10:10:38,213.35.184.210,UPDATE,532,533,|7=bi=u*0+1, ,1,0
2019-08-07 10:10:39,213.35.184.210,UPDATE,533,534,|7=bi=v*0+1,T,1,0
2019-08-07 10:10:39,213.35.184.210,UPDATE,534,537,|7=bi=w*0+3,he ,1,0
2019-08-07 10:10:40,213.35.184.210,UPDATE,537,541,|7=bi=z*0+4,prob,1,0
2019-08-07 10:10:40,213.35.184.210,UPDATE,541,547,|7=bi=13*0+6,lem is,1,0
2019-08-07 10:10:41,213.35.184.210,UPDATE,547,548,|7=bi=19*0+1, ,1,0
2019-08-07 10:10:41,213.35.184.210,UPDATE,548,550,|7=bi=1a*0+2,to,1,0
2019-08-07 10:10:42,213.35.184.210,UPDATE,550,553,|7=bi=1c*0+3, so,1,0
2019-08-07 10:10:42,213.35.184.210,UPDATE,553,552,|7=bi=1e-1,,0,1
2019-08-07 10:10:43,213.35.184.210,UPDATE,552,553,|7=bi=1d-1*0+2,re,1,1
2019-08-07 10:10:43,213.35.184.210,UPDATE,553,555,|7=bi=1f*0+2,so,1,0
2019-08-07 10:10:44,213.35.184.210,UPDATE,555,559,|7=bi=1h*0+4,lve ,1,0
2019-08-07 10:10:44,213.35.184.210,UPDATE,559,564,|7=bi=1l*0+5,this ,1,0
2019-08-07 10:10:45,213.35.184.210,UPDATE,564,566,|7=bi=1q*0+2,si,1,0
2019-08-07 10:10:45,213.35.184.210,UPDATE,566,564,|7=bi=1q-2,,0,1
2019-08-07 10:10:46,213.35.184.210,UPDATE,564,567,|7=bi=1q*0+3,iss,1,0
2019-08-07 10:10:46,213.35.184.210,UPDATE,567,570,|7=bi=1t*0+3,ue.,1,0
